,breadscrum,cod_item,cod_item_pai,nome,situacao,visibilidade_externa,monocratico,colegiado,presidente_vice,flg_papel,flg_eletronico,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
263,1:11009:11025:11012,11012,11025,Conflito de Competência,A,S,N,N,N,S,S,S,S,S,S,S,S,N,S,S,S,S,N,N,S,S,S,N,N,S,N,N,S,S,S,S,S,S,S
264,1:11009:11025:11013,11013,11025,Convenção das Partes,A,S,S,S,N,S,S,S,S,S,S,S,S,N,S,S,S,S,N,N,S,S,S,N,N,S,N,N,N,N,S,S,S,S,S
265,1:11009:11025:11014,11014,11025,Convenção das Partes para Cumprimento Voluntário da obrigação,A,S,S,N,N,S,S,S,S,S,S,S,S,N,S,S,S,N,N,N,S,S,S,N,N,S,N,N,N,N,S,S,S,S,S
266,1:11009:11025:11015,11015,11025,"Exceção de Incompetência, suspeição ou Impedimento",A,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,S,N,S,S,S,S,S,S,S,S
267,1:11009:11025:11016,11016,11025,Exceção da Verdade,A,S,N,N,N,S,S,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
268,1:11009:11025:11017,11017,11025,Incidente de Insanidade Mental,A,S,N,N,N,S,S,S,S,S,S,S,S,N,S,S,S,N,N,N,N,N,N,N,N,S,N,N,S,S,S,S,S,S,S
269,1:11009:11025:11018,11018,11025,Recebimento de Embargos à Execução,A,S,N,N,N,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S,S,S
270,1:11009:11019,11019,11009,Ordenação de entrega de autos,A,S,N,N,N,S,N,S,S,S,S,S,S,N,S,N,S,N,N,N,S,S,S,N,N,S,N,N,S,S,S,S,S,S,S
271,1:11009:11020,11020,11009,Requisição de Informações,A,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,N,S,S,N,S,S,S,S,S,S,S,S
272,1:11009:11021:11022,11022,11021,Julgamento em Diligência,A,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,S,S,S,S,S,S,S,S
273,1:11009:11023:11024,11024,11023,Assistência Judiciária Gratuita,A,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
274,1:11009:11025,11025,11009,Suspensão ou Sobrestamento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
275,1:193:218:11373,11373,218,Anulação de sentença/acórdão,A,S,S,S,N,S,S,S,S,S,S,S,S,N,S,S,S,S,N,N,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
276,1:193:218:456:11374,11374,456,Devedor não encontrado,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
277,1:193:218:456:11375,11375,456,Inexistência de bens penhoráveis,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
278,1:193:218:456:11376,11376,456,Ausência do autor à audiência,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
279,1:193:218:456:11377,11377,456,Inadmissibilidade do procedimento sumaríssimo,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
280,1:193:218:456:11378,11378,456,Incompetência territorial,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
281,1:193:218:456:11379,11379,456,Incompetência em razão da pessoa,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
282,1:193:218:456:11380,11380,456,Autor falecido e sem habilitação de sucessores,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
283,1:193:218:456:11381,11381,456,Ausência de citação de sucessores do réu falecido,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
284,1:3:1013:11382,11382,1013,Bloqueio/penhora on line,A,N,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,N,N,S,S,S
285,14:48:11383,11383,48,Ato ordinatório,A,S,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S
286,14:48:11384,11384,48,Liquidação iniciada,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,S,S,S
287,14:48:11385,11385,48,Execução iniciada,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,S,S,S
288,1:3:117:11393,11393,117,Sanção,A,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
289,1:193:218:11394,11394,218,Homologada a Remissão,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
290,1:3:817:11395,11395,817,Remissão ao adolescente com suspensão do processo,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
291,1:193:218:11396,11396,218,Concessão de remissão a adolescente com exclusão do processo,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
292,1:193:385:11401,11401,385,Procedência do pedido e procedência do pedido contraposto,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
293,1:193:385:11402,11402,385,Procedência do pedido e procedência em parte do pedido contraposto,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
294,1:193:385:11403,11403,385,Procedência do pedido e improcedência do pedido contraposto,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
295,1:193:385:11404,11404,385,Procedência em parte do pedido e procedência do pedido contraposto,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
296,1:193:385:11405,11405,385,Procedência em parte do pedido e procedência em parte do pedido contraposto,A,S,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
297,1:193:385:11406,11406,385,Procedência em parte do pedido e improcedência do pedido contraposto,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
298,1:193:385:11407,11407,385,Improcedência do pedido e procedência do pedido contraposto,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
299,1:193:385:11408,11408,385,Improcedência do pedido e procedência em parte do pedido contraposto,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
300,1:193:385:11409,11409,385,Improcedência do pedido e improcedência do pedido contraposto,A,S,N,N,N,S,S,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
301,1:193:385:973:11411,11411,973,Cumprimento da suspensão condicional do processo,A,S,S,S,N,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
302,1:3:817:11415,11415,817,Comutação da pena,A,S,S,S,N,S,S,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
303,1:3:817:11423,11423,817,Medida protetiva,A,N,S,S,N,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,S,S,S,S,S
304,1:3:888:11424,11424,888,Medida protetiva,A,N,S,S,N,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,S,S,S,S,S
305,1:3:968:11425,11425,968,Medida protetiva,A,S,S,N,N,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,S,S,S,S,S
306,1:3:157:11426,11426,157,Medida protetiva,A,S,N,N,N,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,S,S,S,S,S
307,1:3:817:11554,11554,817,Indulto,A,S,S,S,N,S,S,S,S,S,S,S,N,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
308,1:3:25:11792,11792,25,Livramento Condicional,A,N,S,S,N,S,S,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
309,1:193:385:11795,11795,385,Procedência do Pedido - Reconhecimento pelo réu,A,S,S,S,N,S,S,S,S,S,N,N,S,N,S,S,S,S,S,S,S,S,S,N,N,N,N,S,N,N,N,N,S,S,S
310,1:193:385:11796,11796,385,Declaração de competência em conflito,A,S,S,S,N,S,S,S,N,S,N,S,N,N,N,N,N,S,S,S,N,S,N,N,S,S,N,N,N,S,N,S,S,S,S
311,1:193:385:973:11801,11801,973,Reparação do dano,A,S,N,S,N,S,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
312,1:193:385:11876,11876,385,Absolvição Sumária do art. 397-CPP,A,S,S,S,N,S,S,S,S,S,N,N,N,N,S,S,S,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
313,1:193:385:11877,11877,385,Absolvição sumária - crimes dolosos contra a vida,A,S,S,S,N,S,S,S,N,N,N,N,N,,S,S,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
314,1:193:385:973:11878,11878,973,Prescrição,A,S,S,S,N,S,S,S,S,S,S,S,N,N,S,S,S,S,N,N,N,N,N,N,N,S,N,N,S,S,S,S,S,S,S
315,1:193:385:973:11879,11879,973,Decadência ou perempção,A,S,S,S,N,S,S,S,S,S,S,S,N,N,S,S,S,S,N,N,N,N,N,N,N,S,N,N,S,S,S,S,S,S,S
316,1:3:25:11975,11975,25,Recurso Especial repetitivo,A,N,N,N,N,N,N,S,S,S,N,N,N,N,S,S,S,S,N,N,N,N,S,N,N,S,N,N,N,S,N,S,S,S,S
317,14:48:11983,11983,48,Retificação de movimento,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
318,1:193:385:973:12028,12028,973,Cumprimento de transação penal,A,S,N,N,N,S,S,S,S,S,N,N,N,N,S,S,S,S,S,S,N,N,N,N,N,S,N,N,S,N,S,N,S,S,S
319,1:193:385:210:12032,12032,210,Exequatur,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
320,1:3:378:12033,12033,378,Sentença Estrangeira,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
321,1:3:968:12034,12034,968,Exequatur,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
322,1:3:160:12035,12035,160,Representação por ato infracional,A,S,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
323,1:3:138:12036,12036,138,Representação por ato infracional,A,S,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
324,1:3:1013:12037,12037,1013,Quebra de sigilo fiscal,A,N,N,N,N,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
325,1:3:1013:12038,12038,1013,Quebra de sigilo bancário,A,N,N,N,N,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
326,1:3:1013:12039,12039,1013,Quebra de sigilo telemático,A,N,N,N,N,S,S,S,S,S,S,S,S,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
327,1:3:1013:12040,12040,1013,Indisponibilidade de bens,A,N,N,N,N,S,S,S,N,N,N,N,N,N,S,S,N,N,N,N,S,S,S,N,S,S,N,N,N,N,N,N,S,S,S
328,1:193:385:210:12041,12041,210,Recuperação judicial,A,S,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
329,14:48:12065,12065,48,Cumprimento de Suspensão ou Sobrestamento,A,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
330,14:48:12066,12066,48,Cumprimento de Levantamento da Suspensão ou Dessobrestamento,A,N,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
331,1:3:12067,12067,3,Levantamento da Suspensão ou Dessobrestamento,A,N,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
332,1:11009:12068,12068,11009,Levantamento da Suspensão ou Dessobrestamento,A,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
333,1:3:12092,12092,3,Afetação ao rito dos recursos repetitivos ,A,S,S,N,S,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,S,S
334,1:3:12093,12093,3,Desafetação ao rito dos recursos repetitivos ,A,N,N,N,S,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,S,S,S
335,1:3:206:12094,12094,206,Incidente de Resolução de demandas repetitivas (art. 981 e 982),A,N,N,S,N,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,S,S,S
336,1:3:207:12095,12095,207,Incidente de resolução de demandas repetitivas,A,N,N,S,N,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,S,S,S
337,1:3:206:12096,12096,206,Incidente de assunção de competência,A,N,N,S,N,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,S,S,S
338,1:3:207:12097,12097,207,Incidente de assunção de competência ,A,N,N,S,N,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,S,S,S
339,1:3:25:12098,12098,25,Incidente de Resolução de Demandas Repetitivas ,A,N,S,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,S,S,S,S,S
340,1:3:25:12099,12099,25,Por decisão do Presidente do STJ -  IRDR,A,N,S,N,N,N,N,S,N,N,S,S,N,N,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,S,S,S,S,S
341,1:3:25:12100,12100,25,Por decisão do Presidente do STF  - IRDR,A,N,S,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,S,S,S,S,S
342,14:48:12103,12103,48,Pauta,A,N,N,N,N,N,N,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
343,14:48:12103:12104,12104,12103,Inclusão em pauta,A,N,N,N,N,N,N,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
344,14:48:12103:12105,12105,12103,Inclusão do processo para julgamento eletrônico,A,N,N,N,N,N,N,S,N,S,N,N,N,S,N,S,N,S,S,S,N,S,S,S,S,S,S,S,N,S,N,S,S,S,S
345,14:48:12103:12106,12106,12103,Adiamento do julgamento (art. 935 do CPC),A,N,N,N,N,N,N,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
346,14:48:12103:12105:12107,12107,12105,Para análise de repercussão geral,A,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
347,14:48:12103:12104:12108,12108,12104,Para análise de repercussão geral,A,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
348,14:48:12103:12105:12109,12109,12105,Para análise da admissão do recurso repetitivo ,A,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,S,N,S,S,N,N,N,N,N,N,S,S,S
349,14:48:12103:12104:12110,12110,12104,Para análise da admissão do recurso repetitivo ,A,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,S,N,S,S,N,N,N,N,N,N,S,S,S
350,14:48:12103:12104:12111,12111,12104,Para análise da admissão do IRDR,A,N,N,N,N,N,N,S,N,N,N,S,N,,N,S,N,N,N,N,N,S,S,N,S,S,N,N,N,N,N,S,S,S,S
351,14:48:12103:12105:12112,12112,12105,Para análise da admissão do IRDR,A,N,N,N,N,N,N,S,N,N,N,S,N,,N,S,N,N,N,N,N,S,S,N,S,S,N,N,N,N,N,S,S,S,S
352,14:48:12103:12105:12113,12113,12105,Para análise da admissão do IAC,A,N,N,N,N,N,N,S,N,N,N,S,N,,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,S,S,S
353,14:48:12103:12104:12114,12114,12104,Para análise da admissão do IAC,A,N,N,N,N,N,N,S,N,N,N,S,N,,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,S,S,S
354,14:48:12103:12104:12115,12115,12104,Para julgamento de mérito,A,N,N,N,N,N,N,S,S,S,N,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
355,14:48:12103:12105:12116,12116,12105,Para julgamento de mérito,A,N,N,N,N,N,N,S,N,S,N,S,N,,N,S,N,S,S,S,N,N,S,S,S,S,S,N,N,S,N,S,S,S,S
356,1:3:7:12140,12140,7,Prisão em Flagrante em Prisão Preventiva,A,N,S,S,N,S,S,S,S,N,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
357,1:3:12141,12141,3,Relaxamento do Flagrante,A,N,S,S,N,S,S,S,S,N,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
358,14:48:12142,12142,48,Mudança de Parte,A,S,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,S,S,S,S,S
359,14:48:12143,12143,48,Mudança de Assunto Processual,A,S,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
360,1:3:12144,12144,3,Unificação e Soma de Penas,A,S,S,S,N,S,S,S,S,N,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
361,1:3:157:12145,12145,157,Detração/Remição,A,S,S,S,N,S,S,S,S,N,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
362,1:3:968:12146,12146,968,Liberdade Provisória,A,S,S,S,N,S,S,S,S,S,S,S,N,,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
363,1:3:122:12147,12147,122,Domiciliar,A,S,S,S,N,S,S,S,S,S,S,S,N,,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
364,1:3:817:12148,12148,817,Prisão Domiciliar,A,S,S,S,N,S,S,S,S,S,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
365,1:3:817:12149,12149,817,Detração/Remição da Pena,A,S,S,S,N,S,S,S,S,S,S,S,N,,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
366,1:3:11:12150,12150,11,Impedimento,A,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
367,1:3:11:12151,12151,11,Suspeição,A,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
368,1:3:12164,12164,3,Outras Decisões,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
369,14:48:12165,12165,48,Requisição de Pagamento,A,S,N,N,N,N,N,S,S,S,N,N,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
370,14:48:12165:12166,12166,12165,Precatório,A,S,N,N,N,N,N,S,S,N,N,N,S,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
371,14:48:12165:12166:12167,12167,12166,Enviada ao Tribunal,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
372,14:48:12165:12166:12168,12168,12166,Preparada para Envio,A,N,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S
373,14:48:12165:12166:12169,12169,12166,Paga,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
374,14:48:12165:12166:12170,12170,12166,Cancelada,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
375,14:48:12165:12166:12171,12171,12166,Retificado,A,N,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
376,14:48:12165:12166:12172,12172,12166,Suspensão,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S
377,14:48:12165:12173,12173,12165,Pequeno Valor,A,S,N,N,N,N,N,S,S,S,N,N,S,,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
378,14:48:12165:12173:12174,12174,12173,Enviada ao Tribunal,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
379,14:48:12165:12173:12175,12175,12173,Preparada para Envio,A,S,N,N,N,N,N,S,S,S,N,N,S,,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
380,14:48:12165:12173:12176,12176,12173,Paga,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
381,14:48:12165:12173:12177,12177,12173,Cancelada,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
382,14:48:12165:12173:12178,12178,12173,Retificada,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
383,14:48:12165:12173:12179,12179,12173,Suspensão,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
384,1:3:817:11395:12180,12180,11395,Prestação de Serviços à Comunidade,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
385,1:3:817:11395:12181,12181,11395,Reparação do Dano,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
386,1:3:817:11395:12182,12182,11395,Liberdade Assistida,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
387,1:3:817:11395:12183,12183,11395,Justiça Restaurativa,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
388,1:193:218:12184,12184,218,Suspensão Condicional do Processo,I,S,N,N,N,N,N,S,S,S,N,N,N,N,S,S,S,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
389,1:3:12185,12185,3,Decisão Interlocutória de Mérito,A,S,N,N,N,N,N,S,S,S,N,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
390,14:48:12186,12186,48,Cancelamento de Distribuição,A,S,N,N,N,N,N,S,S,S,N,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
391,1:193:385:12187,12187,385,Homologação de Decisão de Juiz Leigo,I,S,N,N,N,N,N,S,S,S,N,N,N,N,S,S,S,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
392,1:3:1008:12188,12188,1008,Recambiamento de Preso,A,N,N,N,N,N,N,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
393,14:48:12189,12189,48,Entrega de Documento,A,S,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
394,14:48:12198,12198,48,Deliberado em Sessão,A,S,N,N,N,S,S,S,N,S,N,S,N,S,N,S,N,S,S,S,N,S,S,S,S,S,S,S,N,S,N,S,S,S,S
395,14:48:12198:12199,12199,12198,Julgado,A,S,N,N,N,S,S,S,N,S,N,S,N,S,N,S,N,S,S,S,N,S,S,S,N,N,S,S,N,S,N,S,S,S,S
396,14:48:12198:12199:12200,12200,12199,Mérito,A,S,N,N,N,S,S,S,N,S,N,S,N,S,N,S,N,S,S,S,N,S,S,S,N,N,S,S,N,S,N,S,S,S,S
397,14:48:12198:12199:12201,12201,12199,Liminar,A,S,N,N,N,S,S,S,N,S,N,S,N,S,N,S,N,S,S,S,N,S,S,S,N,N,S,S,N,S,N,S,S,S,S
398,14:48:12198:12199:12202,12202,12199,Questão de Ordem,A,S,N,N,N,S,N,S,N,S,N,S,N,S,N,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
