,breadscrum,cod_item,cod_item_pai,nome,situacao,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
296,5:1021,1021,5,Execução em Sentença Estrangeira,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
297,5:1022,1022,5,Execução em Sentença Estrangeira Contestada,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
298,5:1023,1023,5,Execução em Mandado de Segurança,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
299,5:1024,1024,5,Execução em Medida Cautelar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
300,5:1025,1025,5,Incidente de Deslocamento de Competência ,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
301,5:1026,1026,5,Sentença Estrangeira,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
302,5:1027,1027,5,Sentença Estrangeira Contestada,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
303,5:1028,1028,5,Sindicância,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
304,5:1029,1029,5,Mandado de Segurança,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
305,5:1030,1030,5,Reclamação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
306,5:1031,1031,5,Recurso Ordinário,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
307,5:1032,1032,5,Recurso Especial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
308,5:1033,1033,5,Ação Penal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
309,5:1034,1034,5,Interpelação Judicial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
310,5:1035,1035,5,Apelação Cível,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
311,5:1036,1036,5,Suspensão de Liminar e de Sentença,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
312,5:1037,1037,5,Embargos Infringentes em Apelação Cível,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
313,5:1038,1038,5,Representação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
314,5:1040,1040,5,Requisição de Pequeno Valor,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
315,5:1042,1042,5,Inquérito,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
316,5:1044,1044,5,Agravo de Instrumento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
317,5:1045,1045,5,Agravo em Recurso Extraordinário,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
318,5:1046,1046,5,Agravo em Recurso de Mandado de Segurança,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
319,5:1047,1047,5,Carta Rogatória,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
320,5:1049,1049,5,Habeas Data,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
321,5:1053,1053,5,Conflito de Atribuição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
322,5:1054,1054,5,Conflito de Competência,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
323,5:1057,1057,5,Petição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
324,5:1062,1062,5,Medida Cautelar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
325,5:1063,1063,5,Exceção da Verdade,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
326,5:1064,1064,5,Remessa Necessária em Habeas Corpus,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
327,5:1066,1066,5,Embargos Infringentes em Ação Rescisória,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
328,2:1106:1107:1067,1067,1107,Procedimentos Trabalhistas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
329,2:158:1068,1068,158,Processo de Execução Trabalhista,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
330,2:214:1070,1070,214,Incidentes Trabalhistas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
331,2:197:1071,1071,197,Recursos Trabalhistas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N
332,2:214:1070:1072,1072,1070,Pedido de Revisão do Valor da Causa,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N
333,2:1106,1106,2,Processo de Conhecimento,A,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
334,2:1106:1107,1107,1106,Procedimento de Conhecimento,A,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
335,2:158:1111,1111,158,Execução de Título Judicial,A,S,S,S,N,N,S,N,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N
336,2:158:1111:1112,1112,1111,Execução de Alimentos,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
337,2:158:1111:1114,1114,1111,Execução Contra a Fazenda Pública,I,S,N,N,S,S,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N
338,2:158:1116,1116,158,Execução Fiscal,A,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,S,S,S
339,2:158:1117,1117,158,Execução Hipotecária do Sistema Financeiro da Habitação,A,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
340,2:158:169:1118,1118,169,Embargos à Execução Fiscal,A,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
341,2:1106:1107:26:50:1122,1122,50,Tutela e Curatela - Remoção e Dispensa,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
342,2:1106:1107:26:62:1124,1124,62,Justificação de Dinheiro a Risco,I,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
343,2:1106:1107:1067:1125,1125,1067,Ação Trabalhista - Rito Sumaríssimo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N
344,2:1106:1107:1067:1126,1126,1067,Ação Trabalhista - Rito Sumário (Alçada),A,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N
345,5:1137,1137,5,Embargos de Divergência em Recurso Especial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
346,2:214:1070:1145,1145,1070,Conflito de Competência,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N
347,268:316:331:1178,1178,331,Incidente de Arguição de Inconstitucionalidade Criminal,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,N,S,N,N,N,N,N,S,N,N,N
348,1198,1198,0,PROCEDIMENTOS ADMINISTRATIVOS,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
349,1198:1199,1199,1198,Pedido de Providências,A,S,N,N,S,S,N,N,S,S,N,N,N,N,N,S,S,N,N,N,S,S,S,S,S,S,N,S,S
350,2:1106:1107:1067:1202,1202,1067,Reclamação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N
351,2:197:200:1208,1208,200,Agravo Interno Cível,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N
352,2:197:1071:1209,1209,1071,Agravos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
353,2:214:215:224:1230,1230,224,Exceção de Impedimento,I,S,S,S,S,S,S,N,S,S,S,S,N,S,S,S,S,N,N,N,S,N,N,N,S,S,S,S,S
354,2:214:215:224:1231,1231,224,Exceção de Suspeição,I,S,S,S,S,S,S,N,S,S,S,S,N,S,S,S,S,N,N,N,S,N,N,N,S,S,S,S,S
355,2:214:215:224:1232,1232,224,Exceção de Incompetência,I,S,S,N,S,S,S,N,S,S,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,N
356,2:175:1233,1233,175,Efeito Suspensivo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N
357,1198:1262,1262,1198,Processo Administrativo Disciplinar em face de Servidor,A,S,N,N,S,S,N,N,S,S,N,N,N,N,N,S,S,N,N,N,N,S,S,S,S,S,N,N,N
358,1198:1264,1264,1198,Processo Administrativo Disciplinar em face de Magistrado,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,N,N,N,S,N,S,N,S,N,N,N
359,1198:1265,1265,1198,Precatório,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,S,N,N,N
360,1198:1266,1266,1198,Requisição de Pequeno Valor,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,N,N,N
361,2:197:1071:1267,1267,1071,Recurso de Multa,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N
362,268:308:1268,1268,308,Medidas Protetivas de urgência (Lei Maria da Penha) Criminal,A,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,S,N,S,S,S
363,2:1106:1107:26:62:1269,1269,62,Habeas Corpus Cível,A,S,N,S,S,S,N,N,N,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,N
364,2:197:1271,1271,197,Recurso de Medida Cautelar Cível,A,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
365,385:406:1283,1283,406,Superveniência de doença mental,I,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
366,385:406:1284,1284,406,Unificação de penas,I,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
367,2:214:215:1285,1285,215,Conflito de atribuição,I,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
368,385:406:1288,1288,406,Transferência entre estabelecimentos penais,I,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
369,2:175:1289,1289,175,Outras medidas provisionais,I,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
370,268:316:331:1291,1291,331,Reabilitação,A,S,N,N,S,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
371,2:1106:1107:26:50:1294,1294,50,Outros procedimentos de jurisdição voluntária,A,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
372,2:1106:1107:26:50:1295,1295,50,Alvará Judicial,I,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N
373,2:1106:1107:26:62:1296,1296,62,Declaratória de Constitucionalidade,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
374,2:1106:1107:26:62:1297,1297,62,Intervenção em Município,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375,1198:1298,1298,1198,Processo Administrativo,A,S,N,N,S,S,N,N,S,S,N,N,N,N,N,S,S,N,N,N,S,N,S,S,S,S,S,S,S
376,1198:1299,1299,1198,Recurso Administrativo,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,N,S,N,N,N,N,N,S,N,S,S
377,1198:1301,1301,1198,Reclamação Disciplinar,A,S,N,N,S,S,N,N,S,S,N,N,N,N,N,S,S,N,N,N,N,S,N,N,S,S,N,N,N
378,1198:1303,1303,1198,Correição Extraordinária,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,N,N,N,N,N,S,N,S,S,S,S
379,1198:1304,1304,1198,Inspeção,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,S,S,N,N,N,S,N,N,N,S,S,S,S
380,1198:1306,1306,1198,Recurso em Processo Administrativo Disciplinar em face de Servidor,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N
381,1198:1307,1307,1198,Correição Ordinária,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,N,N,N,S,N,S,N,S,S,S,S
382,1198:1308,1308,1198,Sindicância,A,S,N,N,S,S,N,N,S,S,N,N,N,N,N,S,S,N,N,N,N,S,S,S,S,S,S,S,S
383,1310,1310,0,SUPREMO TRIBUNAL FEDERAL,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
384,1310:1311,1311,1310,Ação Cautelar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
385,1310:1312,1312,1310,Ação  Originária,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
386,1310:1313,1313,1310,Ação Declaratória de Constitucionalidade,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
387,1310:1314,1314,1310,Ação Direta de Inconstitucionalidade,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
388,1310:1315,1315,1310,Ação Cível Originária,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
389,1310:1316,1316,1310,Ação Originária Especial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
390,1310:1317,1317,1310,Ação Penal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
391,1310:1318,1318,1310,Ação Rescisória,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
392,1310:1319,1319,1310,Agravo Interno,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
393,1310:1320,1320,1310,Agravo de Instrumento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
394,1310:1321,1321,1310,Agravo Regimental,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
395,1310:1322,1322,1310,Arguição de Descumprimento de Preceito Fundamental,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
396,1310:1323,1323,1310,Arguição de Suspeição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
397,1310:1324,1324,1310,Carta Rogatória,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
398,1310:1325,1325,1310,Comunicação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
399,1310:1326,1326,1310,Conflito de Competência,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
400,1310:1327,1327,1310,Embargos de Declaração,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
401,1310:1328,1328,1310,Embargos Divergentes,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
402,1310:1329,1329,1310,Embargos Infringentes,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
403,1310:1330,1330,1310,Extradição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
404,1310:1331,1331,1310,Habeas Corpus,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
405,1310:1332,1332,1310,Habeas Data,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
406,1310:1333,1333,1310,Inquerito,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
407,1310:1334,1334,1310,Intervenção Federal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
408,1310:1335,1335,1310,Mandado de Injunção,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
409,1310:1336,1336,1310,Mandado de Segurança,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
410,1310:1337,1337,1310,Medida Cautelar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
411,1310:1338,1338,1310,Petição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
412,1310:1339,1339,1310,Prisão Preventiva para Extradição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
413,1310:1340,1340,1310,Processo Administrativo,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
414,1310:1341,1341,1310,Questão de Ordem,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
415,1310:1342,1342,1310,Reclamação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
416,1310:1343,1343,1310,Recurso Criminal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,S
417,1310:1344,1344,1310,Recurso em Habeas Corpus,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,S
418,1310:1345,1345,1310,Recurso em Habeas Data,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,S
419,1310:1346,1346,1310,Recurso em Mandado de Injunção,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,S
420,1310:1347,1347,1310,Recurso em Mandado de Segurança,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,S
421,1310:1348,1348,1310,Recurso Extraordinário,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
422,1310:1349,1349,1310,Revisão Criminal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
423,1310:1350,1350,1310,Sentença Estrangeira,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
424,1310:1351,1351,1310,Sentença Estrangeira Contestada,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
425,1310:1352,1352,1310,Suspensão de Liminar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
426,1310:1353,1353,1310,Suspensão de Segurança,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
427,1310:1354,1354,1310,Suspensão de Tutela Provisória,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
428,1310:1355,1355,1310,Siglas dos Processos Extintos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
429,1310:1355:1356,1356,1355,Ação Ordinária Regressiva,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
430,1310:1355:1357,1357,1355,Ação Regressiva,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
431,1310:1355:1358,1358,1355,Apelação Cível,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
432,1310:1355:1359,1359,1355,Apelação Criminal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
433,1310:1355:1360,1360,1355,Arguição de Relevância,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
434,1310:1355:1361,1361,1355,Carta Testemunhável,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
435,1310:1355:1362,1362,1355,Conflito de Atribuições,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
436,1310:1355:1363,1363,1355,Conflito de Jurisdição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
437,1310:1355:1364,1364,1355,Denúncia,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
438,1310:1355:1365,1365,1355,Embargos Remetidos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
439,1310:1355:1366,1366,1355,Exceção da Verdade,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
440,1310:1355:1367,1367,1355,Exceção de Suspeição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
441,1310:1355:1368,1368,1355,Inquérito Administrativo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
442,1310:1355:1369,1369,1355,Inquérito Policial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
443,1310:1355:1370,1370,1355,Inquérito Policial Especial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
444,1310:1355:1371,1371,1355,Interpelação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
445,1310:1355:1372,1372,1355,Liquidação de Sentença,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
446,1310:1355:1373,1373,1355,Notificação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
447,1310:1355:1374,1374,1355,Pedido de Avocação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
448,1310:1355:1375,1375,1355,Processo Crime,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
449,1310:1355:1376,1376,1355,Processo Judicial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
450,1310:1355:1377,1377,1355,Queixa Crime,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
451,1310:1355:1378,1378,1355,Recurso de Apreensão de Livro,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
452,1310:1355:1379,1379,1355,Recurso de Liquidação de Sentença,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
453,1310:1355:1380,1380,1355,Recurso de Revista,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
454,1310:1355:1381,1381,1355,Representação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
455,1310:1355:1382,1382,1355,Retificação de Nome Estrangeiro,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
456,1310:1355:1383,1383,1355,Sentença Arbitral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
457,1310:1355:1384,1384,1355,Suspensão de Direitos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
